input_index,latitude,longitude,frp,bright_ti4,acq_date,dist_industry_km,dist_forest_km,dist_agriculture_km,dist_oil_gas_km,dist_refinery_km,dist_mining_km,dist_powerplant_km,final_label,hybrid_confidence,raw_ml_confidence,confidence_level,decision_source,agreement,conflict,requires_human_review,review_reason,rule_prediction,rule_active_votes,ml_prediction,ml_top_probability,risk_score,explanation_bullets,n_explanation_bullets,classification_status,decision_confidence,ml_probability,rule_consensus,rule_vote_strength
1055,23.67827,86.39577,0.87,306.12,2026-09-03,,9.297,999.0,999.0,999.0,6.027,999.0,unclassified,0.0,0.9994,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994,0.0,"[""Low-intensity thermal source (FRP: 0.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9994,unclassified,0.0
1056,23.67887,86.39201,0.87,304.49,2026-09-03,,9.419,999.0,999.0,999.0,6.355,999.0,unclassified,0.0,0.9994,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994,0.0,"[""Low-intensity thermal source (FRP: 0.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9994,unclassified,0.0
1057,23.68316,87.13036,1.98,310.17,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 2.0 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1058,23.68547,86.39327,4.04,327.45,2026-09-03,,8.719,999.0,999.0,999.0,5.998,999.0,forest_natural_fire,0.99,0.9866,high,hybrid_agreement,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9866,99.0,"[""Low-intensity thermal source (FRP: 4.0 MW)."", ""1 labeling function(s) voted 'forest_natural_fire' (lf_forest_vegetation_fire)."", ""XGBoost predicted 'forest_natural_fire' with 98.7% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'forest_natural_fire' — status confirmed.""]",4,confirmed,0.99,0.9866,forest_natural_fire,1.0
1059,23.68607,86.38953,2.12,306.72,2026-09-03,,8.864,999.0,999.0,999.0,6.349,999.0,forest_natural_fire,0.99,0.9917,high,hybrid_agreement,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9917,99.0,"[""Low-intensity thermal source (FRP: 2.1 MW)."", ""1 labeling function(s) voted 'forest_natural_fire' (lf_forest_vegetation_fire)."", ""XGBoost predicted 'forest_natural_fire' with 99.2% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'forest_natural_fire' — status confirmed.""]",4,confirmed,0.99,0.9917,forest_natural_fire,1.0
1060,23.68842,87.11951,3.08,317.5,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9984,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9984,0.0,"[""Low-intensity thermal source (FRP: 3.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.8%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9984,unclassified,0.0
1061,23.69164,87.1003,1.63,306.55,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.6 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1062,23.69175,87.12016,1.08,305.18,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1063,23.6924,87.11631,1.93,305.7,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 1.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1064,23.69433,87.10479,1.14,306.35,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1065,23.69442,85.37145,1.11,311.67,2026-09-03,,18.05,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9996,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9996,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9996,unclassified,0.0
1066,23.69444,87.12463,1.08,308.89,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1067,23.69508,87.1208,1.08,310.26,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9996,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9996,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9996,unclassified,0.0
1068,23.6953,86.07877,0.53,302.86,2026-09-03,,6.835,999.0,999.0,999.0,5.827,999.0,unclassified,0.0,0.9994,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994,0.0,"[""Low-intensity thermal source (FRP: 0.5 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9994,unclassified,0.0
1069,23.69626,87.09328,1.31,312.84,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9993,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993,0.0,"[""Low-intensity thermal source (FRP: 1.3 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9993,unclassified,0.0
1070,23.69672,85.29093,0.87,307.13,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 0.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1071,23.69674,85.35646,0.59,304.52,2026-09-03,,19.049,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 0.6 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1072,23.6973,85.28718,0.87,306.02,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 0.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1073,23.69766,87.10545,1.14,306.8,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1074,23.69829,85.36831,1.17,310.07,2026-09-03,,18.007,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.2 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1075,23.70932,85.42812,0.45,303.85,2026-09-03,,12.926,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 0.5 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1076,23.71023,86.45091,1.04,306.45,2026-09-03,,4.938,999.0,999.0,999.0,1.141,999.0,unclassified,0.0,0.9846,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9846,0.0,"[""Low-intensity thermal source (FRP: 1.0 MW)."", ""Mining/extraction site within 1.1 km."", ""Forest cover within 4.9 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (98.5%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",6,uncertain,0.0,0.9846,unclassified,0.0
1077,23.71049,85.2896,0.48,302.26,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 0.5 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1078,23.71084,86.44715,2.49,322.03,2026-09-03,,4.777,999.0,999.0,999.0,1.24,999.0,mining_activity,0.9449,0.8649,high,hybrid_agreement,True,False,False,,mining_activity,2,mining_activity,0.8649,94.5,"[""Low-intensity thermal source (FRP: 2.5 MW)."", ""Mining/extraction site within 1.2 km."", ""Forest cover within 4.8 km."", ""2 labeling function(s) voted 'mining_activity' (lf_mining_thermal_activity, lf_forest_vegetation_fire)."", ""XGBoost predicted 'mining_activity' with 86.5% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'mining_activity' — status confirmed.""]",6,confirmed,0.9449,0.8649,mining_activity,2.0
1079,23.71121,86.424,1.27,305.78,2026-09-03,,4.815,999.0,999.0,999.0,2.926,999.0,unclassified,0.0,0.998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.998,0.0,"[""Low-intensity thermal source (FRP: 1.3 MW)."", ""Forest cover within 4.8 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.8%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.998,unclassified,0.0
1080,23.71353,86.45154,2.89,330.73,2026-09-03,,4.607,999.0,999.0,999.0,1.513,999.0,mining_activity,0.8968,0.8168,high,hybrid_agreement,True,False,False,,mining_activity,2,mining_activity,0.8168,89.7,"[""Low-intensity thermal source (FRP: 2.9 MW)."", ""Mining/extraction site within 1.5 km."", ""Forest cover within 4.6 km."", ""2 labeling function(s) voted 'mining_activity' (lf_mining_thermal_activity, lf_forest_vegetation_fire)."", ""XGBoost predicted 'mining_activity' with 81.7% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'mining_activity' — status confirmed.""]",6,confirmed,0.8968,0.8168,mining_activity,2.0
